,Mountain Peak,Distance from Campsite (miles),name,Long,Lat,Peak Longitude,Peak Latitude
292,Mt. Cameron,19.186774213534903,Hall Valley,-105.805,39.483000000000004,-106.118501,39.347165000000004
293,Mt. Cameron,19.293252556871327,Handcart,-105.802,39.482,-106.118501,39.347165000000004
294,Mt. Cameron,17.87676124437418,Heaton Bay,-106.07799999999999,39.604,-106.118501,39.347165000000004
295,Mt. Cameron,15.778665418986105,Hornsilver,-106.366,39.472,-106.118501,39.347165000000004
296,Mt. Cameron,10.179576261666432,Horseshoe,-106.096,39.9,-106.118501,39.347165000000004
297,Mt. Cameron,10.179576261666432,Horseshoe,-106.086,39.202,-106.118501,39.347165000000004
298,Mt. Cameron,10.179576261666432,Horseshoe,-107.113,40.035,-106.118501,39.347165000000004
299,Mt. Cameron,15.367933554653703,Jefferson Creek,-105.853,39.433,-106.118501,39.347165000000004
300,Mt. Cameron,19.643271351730448,Kenosha Pass,-105.76100000000001,39.414,-106.118501,39.347165000000004
301,Mt. Cameron,1.3538587775754445,Kite Lake,-106.12799999999999,39.329,-106.118501,39.347165000000004
302,Mt. Cameron,15.617703026692372,Lodgepole - Jefferson,-105.84299999999999,39.423,-106.118501,39.347165000000004
303,Mt. Cameron,19.621451189702025,Lowry,-106.031,39.623000000000005,-106.118501,39.347165000000004
304,Mt. Cameron,13.32840800092005,Michigan Creek,-105.883,39.411,-106.118501,39.347165000000004
305,Mt. Cameron,16.55889809525427,Peak One,-106.071,39.584,-106.118501,39.347165000000004
306,Mt. Cameron,16.848450099699818,Pine Cove,-106.069,39.588,-106.118501,39.347165000000004
307,Mt. Cameron,17.927506965956617,Prospector,-106.04299999999999,39.6,-106.118501,39.347165000000004
308,Mt. Cameron,9.111321784047027,Selkirk,-105.95100000000001,39.372,-106.118501,39.347165000000004
309,Mt. Harvard,11.582471319669223,Dexter,-106.325,39.092,-106.3207,38.9244
310,Mt. Harvard,14.37912860056598,Dinner Station,-106.587,38.905,-106.3207,38.9244
311,Mt. Harvard,18.60722557287527,Dorchester,-106.663,38.965,-106.3207,38.9244
312,Mt. Harvard,16.570110422654395,Elbert Creek,-106.41799999999999,39.152,-106.3207,38.9244
313,Mt. Harvard,16.83967746947636,Halfmoon East,-106.396,39.161,-106.3207,38.9244
314,Mt. Harvard,16.651661512808356,Halfmoon West,-106.397,39.158,-106.3207,38.9244
315,Mt. Harvard,12.238812405576429,Lakeview - Twin Lakes,-106.366,39.098,-106.3207,38.9244
316,Mt. Harvard,11.019957743765575,Parry Peak,-106.41,39.068000000000005,-106.3207,38.9244
317,Mt. Harvard,18.824968198887344,Portal,-106.61200000000001,39.076,-106.3207,38.9244
318,Mt. Harvard,14.119394151368589,Rivers End,-106.569,38.858000000000004,-106.3207,38.9244
319,Mt. Harvard,11.2288721426304,Twin Peaks,-106.421,39.067,-106.3207,38.9244
320,Mt. Harvard,14.525481982706886,Weston Pass,-106.13600000000001,39.078,-106.3207,38.9244
321,Mt. Harvard,11.708908737222071,White Star,-106.367,39.09,-106.3207,38.9244
322,Mt. Harvard,19.40461674231103,Buffalo Springs,-105.98700000000001,39.032,-106.3207,38.9244
323,Mt. Harvard,15.364106552283205,Cascade,-106.245,38.71,-106.3207,38.9244
324,Mt. Harvard,15.350545410831419,Chalk Lake,-106.23299999999999,38.713,-106.3207,38.9244
325,Mt. Harvard,7.70123373566462,Collegiate Peaks,-106.316,38.813,-106.3207,38.9244
326,Mt. Harvard,9.959451705203275,Cottonwood Lake,-106.292,38.782,-106.3207,38.9244
327,Mt. Harvard,14.911980435151698,Iron City,-106.338,38.709,-106.3207,38.9244
328,Mt. Harvard,15.767469414371446,Lakeview - Almont,-106.58,38.818000000000005,-106.3207,38.9244
329,Mt. Harvard,19.411033794957625,Lottis Creek,-106.62700000000001,38.775999999999996,-106.3207,38.9244
330,Mt. Harvard,13.642730721410244,Mirror Lake - Almont,-106.432,38.747,-106.3207,38.9244
331,Mt. Harvard,15.44133339726077,Mount Princeton,-106.22399999999999,38.714,-106.3207,38.9244
332,Mt. Harvard,10.343822628519362,Railroad Bridge - Arkansas Headwaters State Rec Area,-106.14200000000001,38.869,-106.3207,38.9244
333,Mt. Harvard,17.78555958213987,Ruby Mountain - Arkansas Headwaters State Rec Area,-106.073,38.754,-106.3207,38.9244
334,Mt. Belford,9.27222443461073,Dexter,-106.325,39.092,-106.3607,38.9607
335,Mt. Belford,12.75731469350151,Dinner Station,-106.587,38.905,-106.3607,38.9607
336,Mt. Belford,16.243589540761995,Dorchester,-106.663,38.965,-106.3607,38.9607
337,Mt. Belford,13.570524722734003,Elbert Creek,-106.41799999999999,39.152,-106.3607,38.9607
338,Mt. Belford,13.968525351108376,Halfmoon East,-106.396,39.161,-106.3607,38.9607
339,Mt. Belford,13.770676426363648,Halfmoon West,-106.397,39.158,-106.3607,38.9607
340,Mt. Belford,9.490883375288249,Lakeview - Twin Lakes,-106.366,39.098,-106.3607,38.9607
341,Mt. Belford,18.038360938027644,Lost Man,-106.625,39.122,-106.3607,38.9607
342,Mt. Belford,7.872059068524743,Parry Peak,-106.41,39.068000000000005,-106.3607,38.9607
343,Mt. Belford,15.667011646920455,Portal,-106.61200000000001,39.076,-106.3607,38.9607
344,Mt. Belford,13.258030803053709,Rivers End,-106.569,38.858000000000004,-106.3607,38.9607
345,Mt. Belford,8.02648167829428,Twin Peaks,-106.421,39.067,-106.3607,38.9607
346,Mt. Belford,14.532173051438466,Weston Pass,-106.13600000000001,39.078,-106.3607,38.9607
347,Mt. Belford,8.940264219420628,White Star,-106.367,39.09,-106.3607,38.9607
348,Mt. Belford,18.40717825934349,Cascade,-106.245,38.71,-106.3607,38.9607
349,Mt. Belford,18.443014039728087,Chalk Lake,-106.23299999999999,38.713,-106.3607,38.9607
350,Mt. Belford,10.48453746049723,Collegiate Peaks,-106.316,38.813,-106.3607,38.9607
351,Mt. Belford,12.88832282097522,Cottonwood Lake,-106.292,38.782,-106.3607,38.9607
352,Mt. Belford,17.433845243405077,Iron City,-106.338,38.709,-106.3607,38.9607
353,Mt. Belford,15.372431617860506,Lakeview - Almont,-106.58,38.818000000000005,-106.3607,38.9607
354,Mt. Belford,19.18567720372816,Lottis Creek,-106.62700000000001,38.775999999999996,-106.3607,38.9607
355,Mt. Belford,15.255669499538167,Mirror Lake - Almont,-106.432,38.747,-106.3607,38.9607
356,Mt. Belford,18.5654622995187,Mount Princeton,-106.22399999999999,38.714,-106.3607,38.9607
357,Mt. Belford,13.355976979817035,Railroad Bridge - Arkansas Headwaters State Rec Area,-106.14200000000001,38.869,-106.3607,38.9607
358,Mt. Yale,17.13208492595047,Dexter,-106.325,39.092,-106.3138,38.8442
359,Mt. Yale,15.284405021283591,Dinner Station,-106.587,38.905,-106.3138,38.8442
360,Mt. Yale,17.758857015292374,Lakeview - Twin Lakes,-106.366,39.098,-106.3138,38.8442
361,Mt. Yale,16.304248434752303,Parry Peak,-106.41,39.068000000000005,-106.3138,38.8442
362,Mt. Yale,13.76512021984213,Rivers End,-106.569,38.858000000000004,-106.3138,38.8442
363,Mt. Yale,16.436421535513897,Twin Peaks,-106.421,39.067,-106.3138,38.8442
364,Mt. Yale,18.76717022142959,Weston Pass,-106.13600000000001,39.078,-106.3138,38.8442
365,Mt. Yale,17.22211872155606,White Star,-106.367,39.09,-106.3138,38.8442
366,Mt. Yale,9.985572128439113,Cascade,-106.245,38.71,-106.3138,38.8442
367,Mt. Yale,10.055766798636972,Chalk Lake,-106.23299999999999,38.713,-106.3138,38.8442
368,Mt. Yale,2.158985700907499,Collegiate Peaks,-106.316,38.813,-106.3138,38.8442
369,Mt. Yale,4.455031184463799,Cottonwood Lake,-106.292,38.782,-106.3138,38.8442
370,Mt. Yale,9.432032752752233,Iron City,-106.338,38.709,-106.3138,38.8442
371,Mt. Yale,14.441887368664474,Lakeview - Almont,-106.58,38.818000000000005,-106.3138,38.8442
372,Mt. Yale,17.50871363969017,Lottis Creek,-106.62700000000001,38.775999999999996,-106.3138,38.8442
373,Mt. Yale,9.253079500858162,Mirror Lake - Almont,-106.432,38.747,-106.3138,38.8442
374,Mt. Yale,10.213954309285088,Mount Princeton,-106.22399999999999,38.714,-106.3138,38.8442
375,Mt. Yale,9.401153189346985,Railroad Bridge - Arkansas Headwaters State Rec Area,-106.14200000000001,38.869,-106.3138,38.8442
376,Mt. Yale,14.386658648698765,Ruby Mountain - Arkansas Headwaters State Rec Area,-106.073,38.754,-106.3138,38.8442
377,Mt. Yale,18.7280234767591,Angel of Shavano,-106.221,38.583,-106.3138,38.8442
378,Mt. Yale,19.169832709596648,Gold Creek,-106.574,38.655,-106.3138,38.8442
379,Mt. Yale,19.32731849999135,Hecla Junction - Arkansas Headwaters State Rec Area,-106.052,38.653,-106.3138,38.8442
380,Mt. Yale,16.416758655384616,Middle Quartz,-106.425,38.623000000000005,-106.3138,38.8442
381,Mt. Yale,16.047128973952518,North Fork Reservoir,-106.32,38.611999999999995,-106.3138,38.8442
382,Mt. Yale,19.04170094271434,Pitkin,-106.5,38.61,-106.3138,38.8442
383,Mt. Yale,16.520896117814207,Quartz,-106.469,38.638000000000005,-106.3138,38.8442
384,Mt. Yale,18.458886816600224,Cold Spring,-106.64200000000001,38.766999999999996,-106.3138,38.8442
385,Mt. Yale,19.610550066538195,Lodgepole - Almont,-106.662,38.760999999999996,-106.3138,38.8442
386,Mt. Oxford (Colorado),8.819926747605539,Dexter,-106.325,39.092,-106.3388,38.9648
387,Mt. Oxford (Colorado),13.964887717387535,Dinner Station,-106.587,38.905,-106.3388,38.9648
388,Mt. Oxford (Colorado),17.41693586638965,Dorchester,-106.663,38.965,-106.3388,38.9648
389,Mt. Oxford (Colorado),13.61451261544076,Elbert Creek,-106.41799999999999,39.152,-106.3388,38.9648
390,Mt. Oxford (Colorado),13.899246473030065,Halfmoon East,-106.396,39.161,-106.3388,38.9648
391,Mt. Oxford (Colorado),13.709289769370798,Halfmoon West,-106.397,39.158,-106.3388,38.9648
392,Mt. Oxford (Colorado),9.318401999165813,Lakeview - Twin Lakes,-106.366,39.098,-106.3388,38.9648
393,Mt. Oxford (Colorado),18.811023891636115,Lost Man,-106.625,39.122,-106.3388,38.9648
394,Mt. Oxford (Colorado),8.09036553376693,Parry Peak,-106.41,39.068000000000005,-106.3388,38.9648
395,Mt. Oxford (Colorado),16.55630169413254,Portal,-106.61200000000001,39.076,-106.3388,38.9648
396,Mt. Oxford (Colorado),14.409254180966881,Rivers End,-106.569,38.858000000000004,-106.3388,38.9648
397,Mt. Oxford (Colorado),8.326866217266769,Twin Peaks,-106.421,39.067,-106.3388,38.9648
398,Mt. Oxford (Colorado),13.404713455694123,Weston Pass,-106.13600000000001,39.078,-106.3388,38.9648
399,Mt. Oxford (Colorado),8.782008148038267,White Star,-106.367,39.09,-106.3388,38.9648
400,Mt. Oxford (Colorado),19.452979922624017,Buffalo Springs,-105.98700000000001,39.032,-106.3388,38.9648
401,Mt. Oxford (Colorado),18.314665602375896,Cascade,-106.245,38.71,-106.3388,38.9648
402,Mt. Oxford (Colorado),18.305950399344656,Chalk Lake,-106.23299999999999,38.713,-106.3388,38.9648
403,Mt. Oxford (Colorado),10.55991640055335,Collegiate Peaks,-106.316,38.813,-106.3388,38.9648
404,Mt. Oxford (Colorado),12.87884570230049,Cottonwood Lake,-106.292,38.782,-106.3388,38.9648
405,Mt. Oxford (Colorado),17.6743217978719,Iron City,-106.338,38.709,-106.3388,38.9648
406,Mt. Oxford (Colorado),16.46623826659964,Lakeview - Almont,-106.58,38.818000000000005,-106.3388,38.9648
407,Mt. Oxford (Colorado),15.86221695759708,Mirror Lake - Almont,-106.432,38.747,-106.3388,38.9648
408,Mt. Oxford (Colorado),18.397238011115434,Mount Princeton,-106.22399999999999,38.714,-106.3388,38.9648
409,Mt. Oxford (Colorado),12.479835354111438,Railroad Bridge - Arkansas Headwaters State Rec Area,-106.14200000000001,38.869,-106.3388,38.9648
410,Mt. Columbia,13.08022140266812,Dexter,-106.325,39.092,-106.2975,38.9039
411,Mt. Columbia,15.566199013130051,Dinner Station,-106.587,38.905,-106.2975,38.9039
412,Mt. Columbia,18.32182430504907,Elbert Creek,-106.41799999999999,39.152,-106.2975,38.9039
413,Mt. Columbia,18.53406232714939,Halfmoon East,-106.396,39.161,-106.2975,38.9039
414,Mt. Columbia,18.351066625719344,Halfmoon West,-106.397,39.158,-106.2975,38.9039
415,Mt. Columbia,13.906400968414593,Lakeview - Twin Lakes,-106.366,39.098,-106.2975,38.9039
416,Mt. Columbia,12.847720384179775,Parry Peak,-106.41,39.068000000000005,-106.2975,38.9039
417,Mt. Columbia,14.943418801261558,Rivers End,-106.569,38.858000000000004,-106.2975,38.9039
418,Mt. Columbia,13.076331475492807,Twin Peaks,-106.421,39.067,-106.2975,38.9039
419,Mt. Columbia,14.82987311717516,Weston Pass,-106.13600000000001,39.078,-106.2975,38.9039
420,Mt. Columbia,13.389057732176106,White Star,-106.367,39.09,-106.2975,38.9039
421,Mt. Columbia,18.883020438017542,Buffalo Springs,-105.98700000000001,39.032,-106.2975,38.9039
422,Mt. Columbia,13.692304683047531,Cascade,-106.245,38.71,-106.2975,38.9039
423,Mt. Columbia,13.639567147424927,Chalk Lake,-106.23299999999999,38.713,-106.2975,38.9039
424,Mt. Columbia,6.359037125671871,Collegiate Peaks,-106.316,38.813,-106.2975,38.9039
425,Mt. Columbia,8.427769183133067,Cottonwood Lake,-106.292,38.782,-106.2975,38.9039
426,Mt. Columbia,13.641851920092316,Iron City,-106.338,38.709,-106.2975,38.9039
427,Mt. Columbia,16.316676131733036,Lakeview - Almont,-106.58,38.818000000000005,-106.2975,38.9039
428,Mt. Columbia,19.812828884031454,Lottis Creek,-106.62700000000001,38.775999999999996,-106.2975,38.9039
429,Mt. Columbia,13.036129839000955,Mirror Lake - Almont,-106.432,38.747,-106.2975,38.9039
430,Mt. Columbia,13.704745047891654,Mount Princeton,-106.22399999999999,38.714,-106.2975,38.9039
431,Mt. Columbia,8.703843801754854,Railroad Bridge - Arkansas Headwaters State Rec Area,-106.14200000000001,38.869,-106.2975,38.9039
432,Mt. Columbia,15.915138986451913,Ruby Mountain - Arkansas Headwaters State Rec Area,-106.073,38.754,-106.2975,38.9039
433,Missouri Mountain,10.382307316785571,Dexter,-106.325,39.092,-106.3785,38.9476
434,Missouri Mountain,11.587379610051745,Dinner Station,-106.587,38.905,-106.3785,38.9476
435,Missouri Mountain,15.333197176003887,Dorchester,-106.663,38.965,-106.3785,38.9476
436,Missouri Mountain,14.280990898731774,Elbert Creek,-106.41799999999999,39.152,-106.3785,38.9476
437,Missouri Mountain,14.77454660220908,Halfmoon East,-106.396,39.161,-106.3785,38.9476
438,Missouri Mountain,14.571247436459487,Halfmoon West,-106.397,39.158,-106.3785,38.9476
439,Missouri Mountain,10.413391719753921,Lakeview - Twin Lakes,-106.366,39.098,-106.3785,38.9476
440,Missouri Mountain,17.894819013978,Lost Man,-106.625,39.122,-106.3785,38.9476
441,Missouri Mountain,8.489103681847961,Parry Peak,-106.41,39.068000000000005,-106.3785,38.9476
442,Missouri Mountain,15.357636978501388,Portal,-106.61200000000001,39.076,-106.3785,38.9476
443,Missouri Mountain,11.968653902988676,Rivers End,-106.569,38.858000000000004,-106.3785,38.9476
444,Missouri Mountain,8.559592416222362,Twin Peaks,-106.421,39.067,-106.3785,38.9476
445,Missouri Mountain,15.83259490387425,Weston Pass,-106.13600000000001,39.078,-106.3785,38.9476
446,Missouri Mountain,9.858347375923413,White Star,-106.367,39.09,-106.3785,38.9476
447,Missouri Mountain,17.92051216589536,Cascade,-106.245,38.71,-106.3785,38.9476
448,Missouri Mountain,18.0021999973476,Chalk Lake,-106.23299999999999,38.713,-106.3785,38.9476
449,Missouri Mountain,9.888989068370613,Collegiate Peaks,-106.316,38.813,-106.3785,38.9476
450,Missouri Mountain,12.352114995877985,Cottonwood Lake,-106.292,38.782,-106.3785,38.9476
451,Missouri Mountain,16.629356619930444,Iron City,-106.338,38.709,-106.3785,38.9476
452,Missouri Mountain,14.058447520312361,Lakeview - Almont,-106.58,38.818000000000005,-106.3785,38.9476
453,Missouri Mountain,17.869569060906855,Lottis Creek,-106.62700000000001,38.775999999999996,-106.3785,38.9476
454,Missouri Mountain,14.156111079106715,Mirror Lake - Almont,-106.432,38.747,-106.3785,38.9476
455,Missouri Mountain,18.156684593058458,Mount Princeton,-106.22399999999999,38.714,-106.3785,38.9476
456,Missouri Mountain,13.826773864811708,Railroad Bridge - Arkansas Headwaters State Rec Area,-106.14200000000001,38.869,-106.3785,38.9476
457,Missouri Mountain,18.82406796597538,Mosca,-106.71,38.86,-106.3785,38.9476
458,Missouri Mountain,18.88675400777488,Cold Spring,-106.64200000000001,38.766999999999996,-106.3785,38.9476
459,Missouri Mountain,19.972913499730293,Lodgepole - Almont,-106.662,38.760999999999996,-106.3785,38.9476
460,Huron Peak,11.80351005795077,Dexter,-106.325,39.092,-106.4381,38.9455
461,Huron Peak,8.478879365761369,Dinner Station,-106.587,38.905,-106.4381,38.9455
462,Huron Peak,12.158786292563905,Dorchester,-106.663,38.965,-106.4381,38.9455
463,Huron Peak,14.308637463264565,Elbert Creek,-106.41799999999999,39.152,-106.4381,38.9455
464,Huron Peak,15.060149894688061,Halfmoon East,-106.396,39.161,-106.4381,38.9455
465,Huron Peak,14.847187839568866,Halfmoon West,-106.397,39.158,-106.4381,38.9455
466,Huron Peak,11.225169574673027,Lakeview - Twin Lakes,-106.366,39.098,-106.4381,38.9455
467,Huron Peak,18.180619704785205,Lincoln Gulch,-106.695,39.117,-106.4381,38.9455
468,Huron Peak,15.790565137105487,Lost Man,-106.625,39.122,-106.4381,38.9455
469,Huron Peak,8.597440122294705,Parry Peak,-106.41,39.068000000000005,-106.4381,38.9455
470,Huron Peak,12.979583821592223,Portal,-106.61200000000001,39.076,-106.4381,38.9455
471,Huron Peak,9.278603941866622,Rivers End,-106.569,38.858000000000004,-106.4381,38.9455
472,Huron Peak,8.444989146313926,Twin Peaks,-106.421,39.067,-106.4381,38.9455
473,Huron Peak,19.389471475085656,Weller,-106.72,39.121,-106.4381,38.9455
474,Huron Peak,18.6243503142386,Weston Pass,-106.13600000000001,39.078,-106.4381,38.9455
475,Huron Peak,10.688799843810633,White Star,-106.367,39.09,-106.4381,38.9455
476,Huron Peak,19.308034858932754,Cascade,-106.245,38.71,-106.4381,38.9455
477,Huron Peak,19.491968657489526,Chalk Lake,-106.23299999999999,38.713,-106.4381,38.9455
478,Huron Peak,11.266994334454207,Collegiate Peaks,-106.316,38.813,-106.4381,38.9455
479,Huron Peak,13.762289722949333,Cottonwood Lake,-106.292,38.782,-106.4381,38.9455
480,Huron Peak,17.20614972900023,Iron City,-106.338,38.709,-106.4381,38.9455
481,Huron Peak,11.655803658213916,Lakeview - Almont,-106.58,38.818000000000005,-106.4381,38.9455
482,Huron Peak,15.506362491674489,Lottis Creek,-106.62700000000001,38.775999999999996,-106.4381,38.9455
483,Huron Peak,13.719105405910643,Mirror Lake - Almont,-106.432,38.747,-106.4381,38.9455
484,Huron Peak,19.714215903446053,Mount Princeton,-106.22399999999999,38.714,-106.4381,38.9455
485,Huron Peak,16.774776061670316,Railroad Bridge - Arkansas Headwaters State Rec Area,-106.14200000000001,38.869,-106.4381,38.9455
486,Huron Peak,15.768463578366953,Mosca,-106.71,38.86,-106.4381,38.9455
487,Huron Peak,16.50665649512978,Cold Spring,-106.64200000000001,38.766999999999996,-106.4381,38.9455
488,Huron Peak,17.53993012730598,Lodgepole - Almont,-106.662,38.760999999999996,-106.4381,38.9455
489,Castle Peak,10.211753829050629,Difficult,-106.774,39.141,-106.8614,39.0097
490,Castle Peak,16.422302325212442,Dinner Station,-106.587,38.905,-106.8614,39.0097
491,Castle Peak,11.093814919631471,Dorchester,-106.663,38.965,-106.8614,39.0097
492,Castle Peak,11.604152563289606,Lincoln Gulch,-106.695,39.117,-106.8614,39.0097
493,Castle Peak,14.867348462615057,Lost Man,-106.625,39.122,-106.8614,39.0097
494,Castle Peak,14.1459787708135,Portal,-106.61200000000001,39.076,-106.8614,39.0097
495,Castle Peak,18.890148198934188,Rivers End,-106.569,38.858000000000004,-106.8614,39.0097
496,Castle Peak,10.801869771232685,Weller,-106.72,39.121,-106.8614,39.0097
497,Castle Peak,13.160457854883088,Mosca,-106.71,38.86,-106.8614,39.0097
498,Castle Peak,12.622733681260689,Cement Creek,-106.837,38.828,-106.8614,39.0097
499,Castle Peak,7.9973175549728435,Gothic,-107.006,38.982,-106.8614,39.0097
500,Castle Peak,15.958768050153454,Lake Irwin,-107.10799999999999,38.881,-106.8614,39.0097
501,Castle Peak,10.31809542676568,Silver Bar,-106.884,39.158,-106.8614,39.0097
502,Castle Peak,9.384916101704299,Silver Bell,-106.895,39.143,-106.8614,39.0097
503,Castle Peak,8.579171363291158,Silver Queen,-106.90100000000001,39.13,-106.8614,39.0097
504,Castle Peak,18.648290118375396,Spring Creek,-106.76700000000001,38.75,-106.8614,39.0097
505,Maroon Peak,12.50627389530326,Difficult,-106.774,39.141,-106.98899999999999,39.0708
506,Maroon Peak,18.96592617950429,Dorchester,-106.663,38.965,-106.98899999999999,39.0708
507,Maroon Peak,16.085619266474676,Lincoln Gulch,-106.695,39.117,-106.98899999999999,39.0708
508,Maroon Peak,19.836735312714133,Lost Man,-106.625,39.122,-106.98899999999999,39.0708
509,Maroon Peak,14.83582915486058,Weller,-106.72,39.121,-106.98899999999999,39.0708
510,Maroon Peak,18.658671193833648,Cement Creek,-106.837,38.828,-106.98899999999999,39.0708
511,Maroon Peak,6.203038635770259,Gothic,-107.006,38.982,-106.98899999999999,39.0708
512,Maroon Peak,14.588913319382511,Lake Irwin,-107.10799999999999,38.881,-106.98899999999999,39.0708
513,Maroon Peak,8.24536264195315,Silver Bar,-106.884,39.158,-106.98899999999999,39.0708
514,Maroon Peak,7.091242182912316,Silver Bell,-106.895,39.143,-106.98899999999999,39.0708
515,Maroon Peak,6.244666837599302,Silver Queen,-106.90100000000001,39.13,-106.98899999999999,39.0708
516,Maroon Peak,17.7581784810652,McClure,-107.87200000000001,38.059,-106.98899999999999,39.0708
517,Maroon Peak,17.7581784810652,McClure,-107.31299999999999,39.124,-106.98899999999999,39.0708
518,Maroon Peak,16.216916027605212,Avalanche,-107.204,39.236,-106.98899999999999,39.0708
519,Maroon Peak,14.779699283759772,Bogan Flats,-107.262,39.1,-106.98899999999999,39.0708
520,Maroon Peak,16.694387213400482,Erickson Springs,-107.264,38.958,-106.98899999999999,39.0708
521,Maroon Peak,18.1904028822906,Lost Lake,-107.208,38.87,-106.98899999999999,39.0708
522,Maroon Peak,15.69609328495326,Redstone,-107.229,39.201,-106.98899999999999,39.0708
523,Capitol Peak,16.56501694602733,Difficult,-106.774,39.141,-107.0829,39.1503
524,Capitol Peak,19.55400235492607,Weller,-106.72,39.121,-107.0829,39.1503
525,Capitol Peak,12.338619321344927,Gothic,-107.006,38.982,-107.0829,39.1503
526,Capitol Peak,18.65576603628476,Lake Irwin,-107.10799999999999,38.881,-107.0829,39.1503
527,Capitol Peak,10.670136101977565,Silver Bar,-106.884,39.158,-107.0829,39.1503
528,Capitol Peak,10.081194068099306,Silver Bell,-106.895,39.143,-107.0829,39.1503
529,Capitol Peak,9.848352158166083,Silver Queen,-106.90100000000001,39.13,-107.0829,39.1503
530,Capitol Peak,12.464676620202393,McClure,-107.87200000000001,38.059,-107.0829,39.1503
531,Capitol Peak,12.464676620202393,McClure,-107.31299999999999,39.124,-107.0829,39.1503
532,Capitol Peak,8.781538983534539,Avalanche,-107.204,39.236,-107.0829,39.1503
533,Capitol Peak,10.209688039640923,Bogan Flats,-107.262,39.1,-107.0829,39.1503
534,Capitol Peak,16.46078449681172,Erickson Springs,-107.264,38.958,-107.0829,39.1503
535,Capitol Peak,8.573794928047333,Redstone,-107.229,39.201,-107.0829,39.1503
536,Capitol Peak,18.153374259206746,Paonia State Park,-107.348,38.986999999999995,-107.0829,39.1503
537,Snowmass Mountain,15.752115101781198,Difficult,-106.774,39.141,-107.0665,39.1188
538,Snowmass Mountain,19.91522909339728,Lincoln Gulch,-106.695,39.117,-107.0665,39.1188
539,Snowmass Mountain,18.574772898680013,Weller,-106.72,39.121,-107.0665,39.1188
540,Snowmass Mountain,9.994005470384854,Gothic,-107.006,38.982,-107.0665,39.1188
541,Snowmass Mountain,16.580999389005154,Lake Irwin,-107.10799999999999,38.881,-107.0665,39.1188
542,Snowmass Mountain,10.14846213336354,Silver Bar,-106.884,39.158,-107.0665,39.1188
543,Snowmass Mountain,9.342680224055703,Silver Bell,-106.895,39.143,-107.0665,39.1188
544,Snowmass Mountain,8.904762702717774,Silver Queen,-106.90100000000001,39.13,-107.0665,39.1188
545,Snowmass Mountain,13.218252087834792,McClure,-107.87200000000001,38.059,-107.0665,39.1188
546,Snowmass Mountain,13.218252087834792,McClure,-107.31299999999999,39.124,-107.0665,39.1188
547,Snowmass Mountain,10.945924350901748,Avalanche,-107.204,39.236,-107.0665,39.1188
548,Snowmass Mountain,10.561538596033815,Bogan Flats,-107.262,39.1,-107.0665,39.1188
549,Snowmass Mountain,15.355229871763068,Erickson Springs,-107.264,38.958,-107.0665,39.1188
550,Snowmass Mountain,18.79509873924366,Lost Lake,-107.208,38.87,-107.0665,39.1188
551,Snowmass Mountain,10.394680214273468,Redstone,-107.229,39.201,-107.0665,39.1188
552,Snowmass Mountain,17.637055137046612,Paonia State Park,-107.348,38.986999999999995,-107.0665,39.1188
553,Pyramid Peak,10.59119534690951,Difficult,-106.774,39.141,-106.9502,39.0717
554,Pyramid Peak,17.089521882695415,Dorchester,-106.663,38.965,-106.9502,39.0717
555,Pyramid Peak,14.03834484550199,Lincoln Gulch,-106.695,39.117,-106.9502,39.0717
556,Pyramid Peak,17.78102189170977,Lost Man,-106.625,39.122,-106.9502,39.0717
557,Pyramid Peak,18.143506245691842,Portal,-106.61200000000001,39.076,-106.9502,39.0717
558,Pyramid Peak,12.805378911809035,Weller,-106.72,39.121,-106.9502,39.0717
559,Pyramid Peak,19.505624561582223,Mosca,-106.71,38.86,-106.9502,39.0717
560,Pyramid Peak,17.903219652632508,Cement Creek,-106.837,38.828,-106.9502,39.0717
561,Pyramid Peak,6.883506745002193,Gothic,-107.006,38.982,-106.9502,39.0717
562,Pyramid Peak,15.667077268714854,Lake Irwin,-107.10799999999999,38.881,-106.9502,39.0717
563,Pyramid Peak,6.939019261199619,Silver Bar,-106.884,39.158,-106.9502,39.0717
564,Pyramid Peak,5.747025829029582,Silver Bell,-106.895,39.143,-106.9502,39.0717
565,Pyramid Peak,4.815159508437796,Silver Queen,-106.90100000000001,39.13,-106.9502,39.0717
566,Pyramid Peak,19.786768228782886,McClure,-107.87200000000001,38.059,-106.9502,39.0717
567,Pyramid Peak,19.786768228782886,McClure,-107.31299999999999,39.124,-106.9502,39.0717
568,Pyramid Peak,17.714057932580094,Avalanche,-107.204,39.236,-106.9502,39.0717
569,Pyramid Peak,16.836066758112604,Bogan Flats,-107.262,39.1,-106.9502,39.0717
570,Pyramid Peak,18.58803297833143,Erickson Springs,-107.264,38.958,-106.9502,39.0717
571,Pyramid Peak,19.646942313343605,Lost Lake,-107.208,38.87,-106.9502,39.0717
572,Pyramid Peak,17.40876652584952,Redstone,-107.229,39.201,-106.9502,39.0717
573,Conundrum Peak,9.880949952315996,Difficult,-106.774,39.141,-106.862749,39.015682
574,Conundrum Peak,16.672334956354543,Dinner Station,-106.587,38.905,-106.862749,39.015682
575,Conundrum Peak,11.284329512876567,Dorchester,-106.663,38.965,-106.862749,39.015682
576,Conundrum Peak,11.401278018169489,Lincoln Gulch,-106.695,39.117,-106.862749,39.015682
