id,name,brewery_type,street,address_2,address_3,city,state,county_province,postal_code,website_url,phone,created_at,updated_at,country,longitude,latitude,tags
desteeg-brewing-co-blind-faith-brewing-denver,DeSteeg Brewing Co/Blind Faith Brewing,micro,4342 Tennyson St,,,Denver,Colorado,Denver County,80212-2308,http://www.desteegbrewing.com,3034849698,7/24/18 1:33,8/24/18 0:22,United States,-105.0438193,39.7760619,
diebolt-brewing-denver,Diebolt Brewing,micro,3855 Mariposa St,,,Denver,Colorado,Denver County,80211-2647,http://www.dieboltbrewing.com,7206435940,7/24/18 1:33,8/24/18 0:22,United States,-105.0032079,39.770332,
dos-luces-brewery-denver,Dos Luces Brewery,contract,1236 S Broadway,,,Denver,Colorado,Denver County,80210-1504,http://www.dosluces.com,3037254527,7/24/18 1:33,8/24/18 0:22,United States,-104.9874923,39.6830067,
epic-brewing-co-llc-denver,"Epic Brewing Co., LLC",micro,3001 Walnut St,,,Denver,Colorado,Denver County,80205-2324,http://www.epicbrewing.com,7205397410,7/24/18 1:33,8/24/18 0:22,United States,-104.9813405,39.7632294,
factotum-brewhouse-denver,Factotum Brewhouse,micro,3845 Lipan St,,,Denver,Colorado,Denver County,80211-2651,http://www.factotumbrewhouse.com,7204414735,7/24/18 1:33,8/24/18 0:23,United States,-105.0020653,39.7702043,
fermaentra-denver,Fermaentra,micro,1715 E Evans Ave,,,Denver,Colorado,Denver County,80210-4601,http://www.fermaentra.com,3039550736,7/24/18 1:33,8/24/18 0:23,United States,-104.9428631,39.6784277,
fiction-beer-company-denver,Fiction Beer Company,micro,7101 E Colfax Ave,,,Denver,Colorado,Denver County,80220-1805,http://www.fictionbeer.com,7204567163,7/24/18 1:33,8/24/18 0:23,United States,-104.8854207,39.7402188,
goldspot-brewing-co-denver,Goldspot Brewing Co,micro,4970 Lowell Blvd,,,Denver,Colorado,Denver County,80221-1028,http://www.goldspotbrewing.com,3039555657,7/24/18 1:33,8/24/18 0:23,United States,-105.0343545,39.7868924,
good-river-beer-company-denver,Good River Beer Company,contract,1790 S Bannock St.,,,Denver,Colorado,Denver County,80223,http://www.grbeerco.com,6023697442,7/24/18 1:33,8/24/18 0:23,United States,-104.9898169,39.68421218,
grandma-s-house-denver,Grandma's House,micro,1710 S Broadway,,,Denver,Colorado,Denver County,80210-3102,http://www.grandmasbeer.com,3035786754,7/24/18 1:33,8/24/18 0:23,United States,-104.9872737,39.74350567,
great-divide-brewing-co-denver,Great Divide Brewing Co,regional,2201 Arapahoe St,,,Denver,Colorado,Denver County,80205-2512,http://www.greatdivide.com,3032969460,7/24/18 1:33,8/24/18 0:23,United States,-104.9885279,39.7539229,
great-divide-brewing-co-rino-barrel-bar-denver,Great Divide Brewing Co - RiNo Barrel Bar,micro,1812 35th St,,,Denver,Colorado,Denver County,80216-3665,http://greatdivide.com/,3032969460,7/24/18 1:33,8/24/18 0:23,United States,-104.979247,39.7703322,
hogshead-brewery-denver,Hogshead Brewery,micro,4460 W 29th Ave,,,Denver,Colorado,Denver County,80212-3015,http://www.hogsheadbrewery.com,3038869655,7/24/18 1:33,8/24/18 0:23,United States,-105.04506,39.758232,
j-moe-s-brewing-company-denver,J Moe's Brewing Company,brewpub,7314 Washington St,,,Denver,Colorado,Denver County,80229-6302,http://www.creedebeer.com,3032874824,7/24/18 1:33,8/24/18 0:23,United States,-104.9791943,39.7800007,
jagged-mountain-brewery-denver,Jagged Mountain Brewery,micro,1139 20th St,,,Denver,Colorado,Denver County,80202-1811,http://www.jaggedmountainbrewery.com,7206892337,7/24/18 1:33,8/24/18 0:23,United States,-104.9913673,39.7522457,
lady-justice-brewing-company-denver,Lady Justice Brewing Company,micro,4375 Eaton St,,,Denver,Colorado,Denver County,80212-7308,http://www.ladyjusticebrewing.com,,7/24/18 1:33,8/24/18 0:23,United States,-105.0593393,39.7909855,
little-machine-denver,Little Machine,micro,2924 W 20th Ave,,,Denver,Colorado,Denver County,80211-4622,http://www.littlemachinebeer.com,3032847893,7/24/18 1:33,8/24/18 0:23,United States,-105.0243557,39.7474051,
long-table-brewing-denver,Long Table Brewing,micro,2895 Fairfax St,,,Denver,Colorado,Denver County,80207-2748,,,7/24/18 1:33,8/24/18 0:23,United States,-104.928343,39.75818024,
lowdown-brewery-kitchen-denver,Lowdown Brewery + Kitchen,brewpub,800 N Lincoln St Unit 2,,,Denver,Colorado,Denver County,80203-2710,http://www.lowdownbrewery.com,7205248065,7/24/18 1:33,8/11/18 21:36,United States,,,
mockery-brewing-denver,Mockery Brewing,micro,3501 Delgany St,,,Denver,Colorado,Denver County,80216-3617,http://Mockerybrewing.com,3039532058,7/24/18 1:33,8/24/18 0:23,United States,-104.9797349,39.7712389,
new-belgium-the-woods-at-the-source-denver,New Belgium - The Woods At The Source,planning,,,,Denver,Colorado,Denver County,80216-5021,http://www.newbelgium.com/Brewery/TheWoods,,7/24/18 1:33,8/11/18 21:36,United States,,,
novel-strand-brewing-denver,Novel Strand Brewing,micro,305 W 1st Ave,,,Denver,Colorado,Denver County,80223-1509,,5189613217,7/24/18 1:33,8/24/18 0:23,United States,-104.9923182,39.718471,
oasis-brewery-denver,Oasis Brewery,micro,3257 N Lowell Blvd,,,Denver,Colorado,Denver County,80211,http://www.oasisbeer.com,3033174369,7/24/18 1:33,8/11/18 21:36,United States,,,
odell-brewing-co-denver-denver,Odell Brewing Co - Denver,micro,2945 Larimer St,,,Denver,Colorado,Denver County,80205-2308,,,7/24/18 1:33,8/24/18 0:24,United States,-104.9810078,39.7621447,
our-mutual-friend-brewing-denver,Our Mutual Friend Brewing,micro,2810 Larimer St,,,Denver,Colorado,Denver County,80205-2223,http://www.omfbeer.com,3032963441,7/24/18 1:33,8/24/18 0:24,United States,-104.9825596,39.7605777,
pints-pub-brewery-and-freehouse-denver,Pints Pub Brewery and Freehouse,brewpub,221 W 13th Ave,,,Denver,Colorado,Denver County,80204-2711,http://www.pintspub.com,3035347543,7/24/18 1:33,8/24/18 0:24,United States,-104.9908538,39.737018,
platt-park-brewing-co-denver,Platt Park Brewing Co.,micro,1875 S Pearl St,,,Denver,Colorado,Denver County,80210-3136,http://www.plattparkbrewing.com,3039686674,7/24/18 1:33,8/24/18 0:24,United States,-104.9805967,39.68267416,
prost-brewing-denver,Prost Brewing,micro,2540 19th St,,,Denver,Colorado,Denver County,80211-3910,http://www.prostbrewing.com,3037291175,7/24/18 1:33,8/24/18 0:24,United States,-105.0067758,39.761363,
raices-brewing-co-denver,Raices Brewing Co,planning,,,,Denver,Colorado,Denver County,80204,http://www.raicesbrewing.com,2024237060,7/24/18 1:33,8/11/18 21:36,United States,,,
ratio-beerworks-denver,Ratio Beerworks,micro,2920 Larimer St,,,Denver,Colorado,Denver County,80205-2309,http://ratiobeerworks.com,3102669264,7/24/18 1:33,8/24/18 0:24,United States,-104.9812181,39.7615104,
red-truck-beer-company-denver,Red Truck Beer Company,planning,,,,Denver,Colorado,Denver County,80216-3612,,,7/24/18 1:33,8/11/18 21:36,United States,,,
renegade-brewing-company-denver,Renegade Brewing Company,micro,918 W 1st Ave,,,Denver,Colorado,Denver County,80223-1534,http://renegadebrewing.com,3035345407,7/24/18 1:33,8/24/18 0:24,United States,-104.9992637,39.71831392,
renegade-brewing-company-production-denver,Renegade Brewing Company - Production,micro,918 W 1st Ave,,,Denver,Colorado,Denver County,80223-1534,http://www.renegadebrewing.com,7204014089,7/24/18 1:33,8/24/18 0:24,United States,-104.9992637,39.71831392,
river-north-brewery-denver,River North Brewery,micro,6021 Washington St Unit A,,,Denver,Colorado,Denver County,80216-1153,http://www.rivernorthbrewery.com,7858656057,7/24/18 1:33,8/11/18 21:36,United States,,,
river-north-brewery-rino-denver,River North Brewery - RiNo,planning,,,,Denver,Colorado,Denver County,80205-2440,http://www.rivernorthbrewery.com,7858656057,7/24/18 1:33,8/11/18 21:36,United States,,,
rock-bottom-brewery-denver-denver,Rock Bottom Brewery - Denver,brewpub,1001 16th St Ste 100,,,Denver,Colorado,Denver County,80265-0100,http://www.rockbottom.com,3035347616,7/24/18 1:33,8/11/18 21:36,United States,,,
rustica-brewing-company-denver,Rustica Brewing Company,micro,2370 S Kalamath St Unit A,,,Denver,Colorado,Denver County,80223-4248,http://www.rusticabrewery.com,7203979682,7/24/18 1:33,8/11/18 21:36,United States,,,
seedstock-brewery-denver,Seedstock Brewery,micro,3610 W Colfax Ave,,,Denver,Colorado,Denver County,80204-1513,http://www.seedstockbrewery.com,7204767831,7/24/18 1:33,8/24/18 0:24,United States,-105.0348519,39.74025203,
sleeping-giant-brewing-company-denver,Sleeping Giant Brewing Company,micro,2500 W 5th Ave,,,Denver,Colorado,Denver County,80204-4803,http://www.sleepinggiantbrewing.com,,7/24/18 1:33,8/24/18 0:24,United States,-105.0167729,39.7237975,
spangalang-brewery-denver,Spangalang Brewery,micro,2736 Welton St Ste 102,,,Denver,Colorado,Denver County,80205-2900,http://www.spangalangbrewery.com,3032971276,7/24/18 1:33,8/24/18 0:24,United States,-104.9770361,39.7552227,
station-26-brewing-co-denver,Station 26 Brewing Co,micro,7045 E 38th Ave,,,Denver,Colorado,Denver County,80207-1541,http://www.station26brewing.co,,7/24/18 1:33,8/24/18 0:24,United States,-104.9062608,39.76935335,
strange-craft-beer-co-denver,Strange Craft Beer Co,micro,1330 Zuni St Ste M,,,Denver,Colorado,Denver County,80204-2328,http://www.strangecraft.com,7209852337,7/24/18 1:33,8/11/18 21:36,United States,,,
teachers-lounge-brewing-denver,Teachers Lounge Brewing,planning,,,,Denver,Colorado,Denver County,80210-3349,http://www.eachersloungebrewing.com,3038685142,7/24/18 1:33,8/11/18 21:36,United States,,,
the-grateful-gnome-sandwich-shoppe-and-brewery-denver,The Grateful Gnome Sandwich Shoppe and Brewery,brewpub,4369 Stuart St,,,Denver,Colorado,Denver County,80212-2335,http://www.thegratefulgnome.com,7205986863,7/24/18 1:33,8/24/18 0:24,United States,-105.0432655,39.7764426,
the-intrepid-sojourner-beer-project-denver,The Intrepid Sojourner Beer Project,micro,925 W 8th Ave,,,Denver,Colorado,Denver County,80204-4333,http://sojournerbeers.com,8122498792,7/24/18 1:33,8/24/18 0:24,United States,-104.9993865,39.7291386,
the-larimer-beer-company-denver,The Larimer Beer Company,contract,3620 Newport St,,,Denver,Colorado,Denver County,80207-1508,http://www.thelarimer.com,7205076369,7/24/18 1:33,8/24/18 0:24,United States,-104.9093487,39.76773768,
the-sandlot-brewery-at-coors-field-denver,The Sandlot Brewery At Coors Field,large,2145 Blake St,,,Denver,Colorado,Denver County,80205-2010,http://www.millercoors.com,3032981587,7/24/18 1:33,8/24/18 0:24,United States,-104.9926484,39.75571836,
thirsty-monk-pub-brewery-denver,Thirsty Monk Pub Brewery,micro,1604 E 17th Ave,,,Denver,Colorado,Denver County,80218-1621,,,7/24/18 1:33,8/24/18 0:24,United States,-104.9682508,39.743154,
tivoli-brewing-company-denver,Tivoli Brewing Company,micro,900 Auraria Pkwy Unit 240,,,Denver,Colorado,Denver County,80204-1897,,3035826039,7/24/18 1:33,8/11/18 21:36,United States,,,
tom-s-urban-kitchen-and-brewery-denver,Tom's Urban Kitchen and Brewery,planning,,,,Denver,Colorado,Denver County,80249-6310,,3035826039,7/24/18 1:33,8/11/18 21:36,United States,,,
trve-brewing-co-denver,TRVE Brewing Co,micro,2600 W. 2nd Ave Unit 8,,,Denver,Colorado,Denver County,80219,http://trvebrewing.com,3033511021,7/24/18 1:33,8/11/18 21:36,United States,,,
trve-brewing-co-the-acid-temple-denver,TRVE Brewing Co. - The Acid Temple,micro,2600 W. 2nd Ave Unit 8,,,Denver,Colorado,Denver County,80219,,3033511021,7/24/18 1:33,8/11/18 21:36,United States,,,
vine-street-pub-brewery-denver,Vine Street Pub & Brewery,brewpub,1700 Vine St,,,Denver,Colorado,Denver County,80206-1120,http://www.mountainsunpub.com,3033882337,7/24/18 1:33,8/24/18 0:25,United States,-104.9627421,39.7434087,
westbound-and-down-denver,Westbound and Down,planning,,,,Denver,Colorado,Denver County,80204,,7205023121,7/24/18 1:33,8/11/18 21:36,United States,,,
wit-s-end-brewing-co-denver,Wit's End Brewing Co,micro,1330 Zuni St Ste N,,,Denver,Colorado,Denver County,80204-2328,http://www.witsendbrewing.com,3033599119,7/24/18 1:33,8/11/18 21:36,United States,,,
woods-boss-brewing-company-denver,Woods Boss Brewing Company,micro,2210 California St,,,Denver,Colorado,Denver County,80205-2824,http://www.woodsbossbrew.com,9149609225,7/24/18 1:33,8/24/18 0:25,United States,-104.9845374,39.7509153,
wynkoop-brewing-co-denver,Wynkoop Brewing Co,brewpub,1634 18th St,,,Denver,Colorado,Denver County,80202-1212,http://www.wynkoop.com,3032972700,7/24/18 1:33,8/24/18 0:25,United States,-104.9984831,39.7535446,
zephyr-brewing-co-denver,Zephyr Brewing Co,micro,1609 E 58th Ave Ste G,,,Denver,Colorado,Denver County,80216-1528,http://www.zephyrbrewingco.com,7202959374,7/24/18 1:33,8/11/18 21:36,United States,,,
zuni-street-brewing-company-denver,Zuni Street Brewing Company,micro,2355 W 29th Ave,,,Denver,Colorado,Denver County,80211-3753,http://www.zunistreetbrewing.com,3038626525,7/24/18 1:33,8/24/18 0:25,United States,-105.015409,39.7585929,
c-b-and-potts-big-horn-brewery-englewood-englewood,C.B. and Potts/Big Horn Brewery - Englewood,brewpub,6575 Greenwood Plaza Blvd,,,Englewood,Colorado,Arapahoe County,80111-4933,http://www.cbpotts.com,3037701982,7/24/18 1:33,8/11/18 21:36,United States,,,
rock-bottom-brewery-englewood-englewood,Rock Bottom Brewery - Englewood,brewpub,9627 E County Line Rd,,,Englewood,Colorado,Arapahoe County,80112-3502,http://www.rockbottom.com,3037929090,7/24/18 1:33,8/11/18 21:36,United States,,,
the-brew-on-broadway-the-bob-englewood,The Brew On Broadway (The BoB),micro,3445 S Broadway,,,Englewood,Colorado,Arapahoe County,80113-2528,http://www.thebrewonbroadway.com,3037815665,7/24/18 1:33,8/24/18 0:24,United States,-104.98772,39.65416792,
atom-brewing-company-erie,Atom Brewing Company,micro,654 Moffat St,,,Erie,Colorado,Boulder County,80516,http://www.atombrewingcompany.com,8634120917,7/24/18 1:33,8/24/18 0:05,United States,-105.0542327,40.0488359,
echo-brewing-cask-and-barrel-erie,Echo Brewing Cask and Barrel,brewpub,600 Briggs St,,,Erie,Colorado,Boulder County,80516-0794,,7203612332,7/24/18 1:33,8/24/18 0:22,United States,-105.0477679,40.05042825,
industrial-revolution-brewing-company-erie,Industrial Revolution Brewing Company,micro,285 Cheesman St,,,Erie,Colorado,Boulder County,80516-8464,,3038281200,7/24/18 1:33,8/24/18 0:23,United States,-105.0477556,40.05161529,
estes-park-brewery-estes-park,Estes Park Brewery,micro,470 Prospect Village Dr,,,Estes Park,Colorado,Larimer County,80517,http://www.epbrewery.net,9705865421,7/24/18 1:33,8/24/18 0:23,United States,-105.5261317,40.3714876,
lumpy-ridge-brewing-co-estes-park,Lumpy Ridge Brewing Co,micro,531 S St Vrain Ave,,,Estes Park,Colorado,Larimer County,80517-7416,http://www.lumpyridgebrewing.com,9702351752,7/24/18 1:33,8/24/18 0:23,United States,-105.503658,40.367158,
rock-cut-brewing-company-estes-park,Rock Cut Brewing Company,micro,390 W Riverside Dr,,,Estes Park,Colorado,Larimer County,80517,,,7/24/18 1:33,8/24/18 0:24,United States,-105.5232105,40.37237825,
barrel-dog-brewing-evergreen,Barrel Dog Brewing,micro,,,,Evergreen,Colorado,Jefferson County,80439,,5599176846,7/24/18 1:33,8/24/18 0:05,United States,-105.321458,39.6361637,
el-rancho-brewing-evergreen,El Rancho Brewing,brewpub,29260 US Highway 40,,,Evergreen,Colorado,Jefferson County,80439-3700,http://www.elranchobrewing.com,3036702739,7/24/18 1:33,8/11/18 21:36,United States,,,
evergreen-brewery-evergreen,Evergreen Brewery,brewpub,2962 Evergreen Pkwy,,,Evergreen,Colorado,Jefferson County,80439-7995,http://www.evergreentaphouse.com,3037368419,7/24/18 1:33,8/11/18 21:36,United States,,,
lariat-lodge-brewing-evergreen,Lariat Lodge Brewing,brewpub,27618 Fireweed Dr,,,Evergreen,Colorado,Jefferson County,80439-8462,http://www.LariatLodgeBrewing.com,3036741842,7/24/18 1:33,8/24/18 0:23,United States,-105.3136925,39.63935145,
anheuser-busch-inc-fort-collins-fort-collins,Anheuser-Busch Inc - Fort Collins,large,2351 Busch Dr,,,Fort Collins,Colorado,Larimer County,80524-9400,,9704904500,7/24/18 1:33,8/24/18 0:05,United States,-105.0019686,40.61817811,
black-bottle-brewery-fort-collins,Black Bottle Brewery,brewpub,1611 S College Ave Ste STE1609,,,Fort Collins,Colorado,Larimer County,80525-1074,http://www.blackbottlebrewery.com,9704932337,7/24/18 1:33,8/11/18 21:36,United States,,,
coopersmiths-pub-and-brewing-fort-collins,CooperSmiths Pub and Brewing,brewpub,5 Old Town Sq,,,Fort Collins,Colorado,Larimer County,80524-2446,http://www.coopersmithspub.com,9704980483,7/24/18 1:33,8/24/18 0:22,United States,-105.0755188,40.5873784,
d-c-oakes-brewhouse-and-eatery-fort-collins,D.C. Oakes Brewhouse and Eatery,brewpub,3581 E Harmony Suite 110,,,Fort Collins,Colorado,Larimer County,80528,http://www.dcoakesbrewhouse.com,3034061757,7/24/18 1:33,8/11/18 21:36,United States,,,
equinox-brewing-fort-collins,Equinox Brewing,micro,133 Remington St,,,Fort Collins,Colorado,Larimer County,80524-2833,http://www.equinoxbrewing.com,9704841368,7/24/18 1:33,8/24/18 0:23,United States,-105.0757134,40.5863266,
funkwerks-fort-collins,Funkwerks,micro,1900 E Lincoln Ave Unit B,,,Fort Collins,Colorado,Larimer County,80524-2789,http://www.funkwerks.com,9704823865,7/24/18 1:33,8/11/18 21:36,United States,,,
gilded-goat-brewing-company-fort-collins,Gilded Goat Brewing Company,micro,3500 S College Ave Ste 194,,,Fort Collins,Colorado,Larimer County,80525-2639,http://www.gildedgoatbrewing.com,9708257192,7/24/18 1:33,8/11/18 21:36,United States,,,
horse-dragon-brewing-company-fort-collins,Horse & Dragon Brewing Company,micro,124 Racquette Dr,,,Fort Collins,Colorado,Larimer County,80524-2757,http://www.horseanddragonbrewing.com,9706318038,7/24/18 1:33,8/11/18 21:36,United States,,,
intersect-brewing-fort-collins,Intersect Brewing,micro,2160 W Drake Rd Unit A1,,,Fort Collins,Colorado,Larimer County,80526-1486,http://www.intersectbrewing.com,9706822041,7/24/18 1:33,8/11/18 21:36,United States,,,
jessup-farm-barrel-house-fort-collins,Jessup Farm Barrel House,micro,1921 Jessup Dr,,,Fort Collins,Colorado,Larimer County,80525-2551,http://jessupfarm.com/barrel-house/,9705688345,7/24/18 1:33,8/24/18 0:23,United States,-105.0380013,40.5620458,
maxline-brewing-fort-collins,Maxline Brewing,micro,2724 McClelland Dr Ste 190,,,Fort Collins,Colorado,Larimer County,80525-2575,http://www.maxlinebrewing.com,9702862855,7/24/18 1:33,8/24/18 0:23,United States,-105.0797489,40.55059012,
mcclellan-s-brewing-company-fort-collins,McClellan's Brewing Company,brewpub,1035 S Taft Hill Rd,,,Fort Collins,Colorado,Larimer County,80521-4222,http://www.mcclellansbrewingcompany.com,9705688473,7/24/18 1:33,8/24/18 0:23,United States,-105.1151806,40.5737952,
new-belgium-brewing-co-fort-collins,New Belgium Brewing Co,regional,500 Linden St,,,Fort Collins,Colorado,Larimer County,80524-2457,http://www.newbelgium.com,9702210524,7/24/18 1:33,8/24/18 0:23,United States,-105.0678422,40.59335825,
odell-brewing-co-fort-collins,Odell Brewing Co,regional,800 E Lincoln Ave,,,Fort Collins,Colorado,Larimer County,80524-2507,http://www.odellbrewing.com,9704989070,7/24/18 1:33,8/24/18 0:24,United States,-105.0633327,40.5895239,
pitchers-sports-restaurant-and-brewery-fort-collins,Pitchers Sports Restaurant and Brewery,brewpub,1100 W Drake Rd,,,Fort Collins,Colorado,Larimer County,80526-6008,http://www.pitchersbrewery.com,9704935374,7/24/18 1:33,8/24/18 0:24,United States,-105.0973959,40.55306785,
prost-brewing-fort-collins-fort-collins,Prost Brewing Fort Collins,planning,,,,Fort Collins,Colorado,Larimer County,80524-2162,,9704842421,7/24/18 1:33,8/11/18 21:36,United States,,,
purpose-brewing-and-cellars-fort-collins,Purpose Brewing and Cellars,micro,4025 S Mason St Unit C,,,Fort Collins,Colorado,Larimer County,80525-5953,http://www.purposebrewing.com,9703774107,7/24/18 1:33,8/11/18 21:36,United States,,,
rally-king-brewing-fort-collins,Rally King Brewing,micro,1624 S Lemay Ave Unit 4,,,Fort Collins,Colorado,Larimer County,80525-1188,http://www.rallykingbrewing.com,9705688936,7/24/18 1:33,8/11/18 21:36,United States,,,
ramskeller-fort-collins,Ramskeller,planning,,,,Fort Collins,Colorado,Larimer County,80523-0001,,9704911055,7/24/18 1:33,8/11/18 21:36,United States,,,
red-truck-beer-company-ltd-fort-collins,Red Truck Beer Company Ltd.,micro,1020 E Lincoln Ave,,,Fort Collins,Colorado,Larimer County,80524-2509,,6046824733,7/24/18 1:33,8/24/18 0:24,United States,-105.0584895,40.58916845,
snowbank-brewing-fort-collins,Snowbank Brewing,micro,225 N Lemay Ave Ste 1,,,Fort Collins,Colorado,Larimer County,80524-2555,http://www.snowbank.beer,9709995658,7/24/18 1:33,8/11/18 21:36,United States,,,
soul-squared-brewing-co-fort-collins,Soul Squared Brewing Co.,micro,6412 N County Road 15,,,Fort Collins,Colorado,Larimer County,80524,http://www.soulsquaredbrewing.com,,7/24/18 1:33,8/11/18 21:36,United States,,,
three-four-beer-company-fort-collins,Three Four Beer Company,brewpub,829 S Shields St,,,Fort Collins,Colorado,Larimer County,80521-3599,http://www.threefourbeerco.com,9706821560,7/24/18 1:33,8/24/18 0:24,United States,-105.0959634,40.5726176,
zwei-brewing-co-fort-collins,Zwei Brewing Co,micro,4612 S Mason St Ste 120,,,Fort Collins,Colorado,Larimer County,80525-3794,http://www.zweibruderbrewing.com,9702232482,7/24/18 1:33,8/11/18 21:36,United States,,,
echo-brewing-company-frederick,Echo Brewing Company,brewpub,5969 Iris Pkwy,,,Frederick,Colorado,Weld County,80530,,,7/24/18 1:33,8/24/18 0:22,United States,-104.944202,40.111448,
mountain-cowboy-brewing-company-frederick,Mountain Cowboy Brewing Company,brewpub,318 5th St,,,Frederick,Colorado,Weld County,80530,http://www.mountaincowboybrewing.com,3039524433,7/24/18 1:33,8/24/18 0:23,United States,-104.9369796,40.09855473,
barrels-bottles-brewery-golden,Barrels & Bottles Brewery,brewpub,600 12th St Ste 160,,,Golden,Colorado,Jefferson County,80401-6145,http://www.barrelsbottles.com,7203283643,7/24/18 1:33,8/24/18 0:05,United States,-105.2202098,39.7562107,
cannonball-creek-brewing-co-golden,Cannonball Creek Brewing Co,micro,393 Washington Ave Unit A,,,Golden,Colorado,Jefferson County,80403-1889,http://www.cannonballcreekbrewing.com,3032780111,7/24/18 1:33,8/11/18 21:36,United States,,,
coda-brewing-company-golden,Coda Brewing Company,planning,,,,Golden,Colorado,Jefferson County,80401,http://codabrewing.com,3038956475,7/24/18 1:33,8/11/18 21:36,United States,,,
golden-city-brewery-golden,Golden City Brewery,brewpub,920 1/2 12th St,,,Golden,Colorado,Jefferson County,80401-1181,,3032798092,7/24/18 1:33,8/24/18 0:23,United States,-105.2227813,39.75471167,
holidaily-brewing-co-golden,Holidaily Brewing Co,micro,801 Brickyard Cir Ste B,,,Golden,Colorado,Jefferson County,80403-8026,http://www.holidailybrewing.com,3032782337,7/24/18 1:33,8/11/18 21:36,United States,,,
holidaily-production-facility-golden,Holidaily Production Facility,planning,,,,Golden,Colorado,Jefferson County,80403,,,7/24/18 1:33,8/11/18 21:36,United States,,,
kanook-beer-company-golden,Kanook Beer Company,planning,,,,Golden,Colorado,Jefferson County,80403-2674,http://www.kanookbeer.com,3036188362,7/24/18 1:33,8/11/18 21:36,United States,,,
millercoors-brewing-co-golden-golden,MillerCoors Brewing Co - Golden,large,311 10th St,,,Golden,Colorado,Jefferson County,80401-5811,,3032776246,7/24/18 1:33,8/24/18 0:23,United States,-105.219592,39.759495,
mountain-toad-brewing-golden,Mountain Toad Brewing,micro,900 Washington Ave,,,Golden,Colorado,Jefferson County,80401-1047,http://mountaintoadbrewing.com,7206383244,7/24/18 1:33,8/24/18 0:23,United States,-105.2242563,39.75807905,
new-terrain-brewing-company-golden,New Terrain Brewing Company,micro,16401 Table Mountain Pkwy,,,Golden,Colorado,Jefferson County,80403-1863,http://newterrainbrewing.com,7206977848,7/24/18 1:33,8/24/18 0:23,United States,-105.1851036,39.77781975,
over-yonder-brewing-company-golden,Over Yonder Brewing Company,planning,,,,Golden,Colorado,Jefferson County,80403-8590,,7203638089,7/24/18 1:33,8/11/18 21:36,United States,,,
sherpa-brewery-pvt-ltd-golden,Sherpa Brewery Pvt. Ltd.,contract,1708 W 17th Dr,,,Golden,Colorado,Jefferson County,80401-2507,,,7/24/18 1:33,8/24/18 0:24,United States,-105.1963424,39.7443713,
brix-taphouse-and-brewery-greeley,Brix Taphouse and Brewery,brewpub,813 8th St,,,Greeley,Colorado,Weld County,80631-3911,http://www.brixtaphouseandbrewery.com,9703976146,7/24/18 1:33,8/24/18 0:22,United States,-104.6911371,40.42495461,
broken-plow-brewery-greeley,Broken Plow Brewery,micro,4731 W 10th St Unit G,,,Greeley,Colorado,Weld County,80634-2046,http://www.brokenplowbrewery.com,9703978373,7/24/18 1:33,8/11/18 21:36,United States,,,
crabtree-brewing-greeley,Crabtree Brewing,micro,2961 W 29th St,,,Greeley,Colorado,Weld County,80631-8538,http://www.crabtreebrewing.com,9703560516,7/24/18 1:33,8/24/18 0:22,United States,-104.7875038,40.3899004,
green-earth-brewing-company-greeley,Green Earth Brewing Company,micro,725 10th St Unit A,,,Greeley,Colorado,Weld County,80631-1139,http://www.greenearthbrewingco.com,9707022332,7/24/18 1:33,8/11/18 21:36,United States,,,
rocky-mountain-taphouse-llc-greeley,"Rocky Mountain Taphouse, LLC",micro,3050 67th Ave Ste 104,,,Greeley,Colorado,Weld County,80634-9604,http://www.rockymountaintaphouse.com,9703026551,7/24/18 1:33,8/24/18 0:24,United States,-104.7859342,40.387892,
weldwerks-brewing-co-greeley,WeldWerks Brewing Co.,micro,508 8th Ave,,,Greeley,Colorado,Weld County,80631-3921,http://www.weldwerksbrewing.com,9705185226,7/24/18 1:33,8/24/18 0:25,United States,-104.6911497,40.3998251,
wiley-roots-brewing-co-greeley,Wiley Roots Brewing Co,micro,625 3rd St Unit D,,,Greeley,Colorado,Weld County,80631-9132,http://www.wileyrootsbrewing.com,9706911641,7/24/18 1:33,8/11/18 21:36,United States,,,
dive-bar-brewing-company-greenwood-village,Dive Bar Brewing Company,proprietor,5994 S Holly Street #146,,,Greenwood Village,Colorado,Arapahoe County,80111,http://divebarbeer.com,3039134355,7/24/18 1:33,8/11/18 21:36,United States,,,
peak-view-brewing-company-greenwood-village,Peak View Brewing Company,planning,,,,Greenwood Village,Colorado,Arapahoe County,80112,http://www.peakviewbrewing.com,3036418731,7/24/18 1:33,8/11/18 21:36,United States,,,
3-freaks-brewing-co-highlands-ranch,3 Freaks Brewing Co,micro,7140 E County Line Rd,,,Highlands Ranch,Colorado,Douglas County,80126-3926,http://www.3freaksbrewery.com,7202990994,7/24/18 1:33,8/24/18 0:05,United States,-104.9426656,39.5659575,
c-b-and-potts-big-horn-brewery-highlands-ranch-highlands-ranch,C.B. and Potts/Big Horn Brewery - Highlands Ranch,brewpub,43 W Centennial Blvd,,,Highlands Ranch,Colorado,Douglas County,80129-2323,http://www.cbpotts.com,7203441200,7/24/18 1:33,8/24/18 0:22,United States,-104.9887246,39.56211674,
